name,ratings,prices,aminities,location,description
Hilton Luxor Resort & Spa,5.0,"EGP 4,457",",Free parking,Free High Speed Internet (WiFi),Pool,Fitness Centre with Gym / Workout Room,Free breakfast,Babysitting,Highchairs available,Free shuttle or taxi services,Valet parking,Wifi,Hot bath,Pool / beach towels,Infinity pool,Pool with view,Outdoor pool,Heated pool,Yoga classes,Fitness / spa changing rooms,Fitness classes,Personal trainer,Sauna,Bar / lounge,Restaurant,Breakfast available,Breakfast buffet,Breakfast in the room,Happy hour,Outdoor dining area,Special diet menus,Swimup bar,Poolside bar,Airport transportation,Car hire,Taxi service,Business Centre with Internet Access,Conference facilities,Banquet room,Meeting rooms,Spa,Body wrap,Couples massage,Facial treatments,Foot bath,Foot massage,Full body massage,Hand massage,Head massage,Manicure,Massage,Neck massage,Pedicure,Salon,Steam room,Waxing services,24-hour security,Baggage storage,Concierge,Currency exchange,Gift shop,Newspaper,Shops,Sun loungers / beach chairs,Sun umbrellas,ATM on site,Doorperson,24-hour front desk,Express check-in / check-out,Dry cleaning,Laundry service,Ironing service,Allergy-free room,Blackout curtains,Air conditioning,Housekeeping,Interconnected rooms available,Minibar,Flatscreen TV,Walk-in shower,Bathrobes,Private balcony,Room service,Safe,Telephone,VIP room facilities,Iron,Wake-up service / alarm clock,Electric kettle,Pool view,Non-smoking rooms,Suites,Family rooms,Smoking rooms available","New Karnak, Luxor Egypt","If you desire to visit Luxor, you will find Hilton Luxor Resort & Spa the ideal base from which to explore the rich and ancient culture of the Nile Valley. Situated on the east bank, you can enjoy glorious, unobstructed views of the river Nile from our unique, water's edge location, with the largest waterfront on the Nile. Luxor is the site of ancient Thebes, and has a legendary reputation as the world’s finest open air museum, with an unparalleled range of historic monuments. The Temple of Karnak and Valley of Kings are on our doorstep. Our newly renovated resort & spa offers the ultimate in luxury, unparalleled in Luxor. Lounge in one of our five stylish bars, perhaps smoking a shisha pipe while gazing at the Nile. Sample the finest in Egyptian, Eastern and international cuisine in one of our three restaurants Rosetta, Olives and Silk road. Hilton Luxor boasts a World Class Spa covering an area of 1,150 m², including a beautiful garden, a 160 m2 Spa Infinity Pool, and 12 individual treatment rooms. Our palatial Karnak ballroom is the most contemporary and cutting-edge Nile Valley venue for corporate events and celebrations.You will find the attention to service as immaculate as the hotel’s contemporary Arabic design, At Hilton Luxor our highly trained and dedicated staff will make you feel like a Pharaoh during your Egypt holiday."
Bob Marley Peace Hotel,5.0,,",Street parking,Free High Speed Internet (WiFi),Bar / lounge,Bicycle rental,Hiking,Airport transportation,Rooftop terrace,Baggage storage,Wifi,Horseback riding,Fishing,Car hire,Taxi service,Concierge,Currency exchange,Gift shop,Picnic area,Shared lounge / TV area,Shops,Sun terrace,24-hour check-in,24-hour front desk,Laundry service,Ironing service,Allergy-free room,Air conditioning,Safe,Non-smoking rooms,Family rooms","Mohamed Farid, Luxor 02000002 Egypt","Located in Luxor, the Bob Marley Peace Hotel Luxor offers a variety of rooms to accommodate all needs at very affordable prices. You can select a double room with king size bed with ensuite bathroom, a room for 3 with a private bath, a room for 1 or 2-persons with a shared hallway bathroom, and even a dorm bed with shared bathroom. You can even choose a room with air-conditioning, TV, and balcony. All bathrooms have hot showers and free Wi-Fi is available throughout the hotel. The hotel features a roof-top terrace and a restaurant that serves a breakfast buffet. The hotel can also arrange a variety of local Luxor and Aswan tours at the best rates. The Bob Marley Peace Hotel is conveniently located near transportation, shopping, and historical sites. We are just a 5-10 minute walk from the Luxor train and bus stations (we offer free pick up) and the International Airport is 15 minutes away by car (we offer a very reasonably priced pick up). A variety of restaurants, markets, shops, the Bazaar, the River Nile, and the Luxor Temple are all within an easy 15-minute walk."
Marsam Hotel,5.0,,",Free parking,Free High Speed Internet (WiFi),Restaurant,Bicycle rental,Bicycles available,Airport transportation,Conference facilities,Meeting rooms,Secured parking,Wifi,Breakfast available,Outdoor dining area,Wine / champagne,Boating,Horseback riding,Patio,Walking tours,Board games / puzzles,Taxi service,Rooftop terrace,24-hour security,Baggage storage,Gift shop,Outdoor furniture,Sun umbrellas,24-hour check-in,24-hour front desk,Laundry service,Ironing service,Air conditioning,Housekeeping,Interconnected rooms available,Room service,Seating area,Wardrobe / wardrobe,Bottled water,Private bathrooms,Non-smoking rooms,Family rooms","Qurna West Bank, Luxor Egypt","The Marsam Hotel, also known as Sheik Ali Hotel, lies on the west bank of Luxor and is the oldest hotel on the west bank. Established in 1940s by Sheik Ali, of the infamous Abdel Rasoul family. The hotel has 36 traditional built mud brick rooms in three separate buildings surrounding a beautiful Egyptian garden courtyard. Restaurant serving traditional Egyptian lunches and international dinners. Drop by for a drink on your way to Valley of the Kings and enjoy the relaxing atmosphere and view of the green Egyptian fields to the east and dramatic rocky mountains and colorful Qurna to the west."
Merit Dahabya,4.5,,",Bar / lounge,Restaurant,Children Activities (Kid / Family Friendly),Airport transportation,Air conditioning,Housekeeping,Safe,Microwave,Refrigerator,Whirlpool bathtub,Bath / shower,Complimentary toiletries,Hair dryer","El Raml, West Bank, Luxor 85111 Egypt","Merit Dahabya is an excellent choice for travellers visiting Luxor, offering a luxury environment alongside many helpful amenities designed to enhance your stay.Rooms at Merit Dahabya provide a refrigerator, air conditioning, and a whirlpool bathtub.While staying at Merit Dahabya, visitors can check out Avenue of Sphinxes (0.4 mi) and Luxor Sound and Light Show (1.2 mi), some of Luxor's top attractions.While you’re here, be sure to check out some of the Mediterranean restaurants, including The Lantern Room Restaurant, Al-Sahaby Lane Restaurant, and Pizza Roma-it, all of which are a short distance from Merit Dahabya.Luxor is also known for some great historic sites, including Temple of Karnak, Valley of the Artisans (Deir el-Medina), and Howard Carter House, which are not too far from Merit Dahabya.Enjoy your stay in Luxor!"
New Everest Hostel,4.0,,",Free High Speed Internet (WiFi),Wifi,Free breakfast,Bar / lounge,Coffee shop,Airport transportation,Taxi service,Rooftop terrace,Restaurant,Rooftop bar,Air conditioning,Non-smoking rooms",Luxor 1456 Egypt,"The New Everest Hostel is located on Station Street, a minute's walk from the train station and a two minute walk to the ancient and famous Luxor temple. The New Everest Hostel has clean rooms, most with ensuite bathrooms and balconies. most rooms have air-conditioning but all fans. Our rooftop terrace offers a dazzling view of Luxor's skyline, perfect for a soda or beer and chilling out. High-speed internet available. (Free) Very friendly and knowledgeable staff will greet you and make your stay memorable."
Villa Lostris Holiday Apartments,5.0,,",Free parking,Free High Speed Internet (WiFi),Wifi,Pool,Pets Allowed ( Dog / Pet Friendly ),Airport transportation,Rooftop terrace,Air conditioning,Kitchenette,Suites","Eastmar Road Alawamia, Luxor Egypt","If peace and tranquility in a local setting as well as history and culture are what you desire from a holiday then Villa Lostris Apartments are for you. We have 3 luxury 2 bedroom apartments fitted and furnished to the highest of standards. To the rear is a secluded heated swimming pool and panoramic views from our roof terrace with feature shower, sunbeds and dining area."
Nubian House,4.5,,",Free parking,Free High Speed Internet (WiFi),Breakfast in the room,Bicycle rental,Pets Allowed ( Dog / Pet Friendly ),Airport transportation,Shared lounge / TV area,24-hour front desk,Shuttle bus service,Air conditioning,Room service","Al Bairat West Bank, Luxor 85111 Egypt",I came here for 3 times and I would come more if I would stay in Luxor.  The food is made by heart. You can enjoy fish and vegetables locally grown and drink fresh hibiscus tea from the land of the owners. They are very nice and they will treat you like your family 💜  Thank you so much. Be here for an amazing relaxing experience. The place is calm and quite with a fire to seat after your meals.
Julia Flats,5.0,,,,"Eu realmente amei esse lugar, super recomendo, flats inteiros mobiliados, com jacuzzi, a um preço bem comodo! O dono é um homem de bom coração, sem palavras para agradecer o quanto nos ajudou nessa viagem!  Experiência super boa! 💯"
Eye Of Horus House,4.5,,",Bar / lounge,Bicycle rental,Horseback riding,Pets Allowed ( Dog / Pet Friendly ),Airport transportation,Massage,BBQ facilities,Baggage storage,Shuttle bus service,Car hire,ATM on site,24-hour front desk,Laundry service,Seating area,Kitchenette,Refrigerator,Kitchenware,Bath / shower,Family rooms","El Mostashfa El Dawly Street, Luxor Egypt","We invite you to enjoy the hospitality of this family run guest house with your hosts.Each apartment has 2 Bedrooms, Bathroom, Towels 2 Living rooms, Open Kitchen fully equipped, Stove, Refrigerator, Air Conditioning, Security, Free Wi Fi, Lift, Balcony,Roof garden, Colored T.V and Satellite.Eye of Horus House offers complete relaxation for the tourist or Business travelers. In easy reach of Shopping, Sports Stadiums and major tourist attractions.With in walking distance of Television main street, international hospital, Supermarkets, Restaurants, Banks and pharmacy or 15 min. drive from the airport.A range of tours are available on request to suit your individual needs."
Flower of Light Centre,5.0,,",Pool,Restaurant,Room service",,"The Flower of Light is totally unique, perfect for guests to connect with the Sacred Sites of Luxor. Nestled quietly on the Nile's West Bank beside the Valley of the Kings. Directly facing Thoth Hill the centre resides on a powerful energy point. Reflecting the character and charm of an old Nubian Village our domed Eco-Friendly chalets will give you the perfect taste of authentic Egyptian Culture in a beautifully relaxed setting."
Pharaon,3.0,,,"New Karnak Qena, Luxor Egypt",This Hotel is no longer in exsistance.  Once a great family hotel in the 80s/early 90s left to literally deteriorate on the banks of the Nile by the owners.  We went to Luxor and whilst there called to see the hotel in Karnak as we had not been able to book there.  What a shock to see the hotel completely derelict  Shame!!  Had some great times there.
Novotel Coralia Luxor,3.0,,,"Khaled Ebn El Walid St., Luxor Egypt",Je n’y ai pas séjourné mais mon impression en visitant le lobby est globalement défavorable malgré le fait que l’hôtel donne directement sur le Nil.bien sûr en dehors de la situation actuelle mon opinion aurait peut-être été différente 
Horus Hotel,2.5,,,,"We are the only hotel in the city of Luxor where you can see all of the Luxor Temple from your room. Also you will see the Nile River and some of the west bank from your room balcony. Friendly staff, safe place; you feel you are in your home. We do our best for you arrival as guest and you Leaves as friend. Horus hotel in center of town and the tourist area."
Partner Tutotoel,2.0,,,"1 Salah El Din St., Nile Corniche, Luxor Egypt","This is my first review as its only fair when I rely on reviewers on this site religiously!   Let me first say, I am a very picky individual... I have very little tolerance of any moving insects and unhygienic untidy places. Now when I first arrived at the hotel, I wanted to cry.  It looks so ancient and dirty. But as I stayed there longer I realised its just old furniture,  not necessarily unhygienic as the cleaners would vacuum the stained carpet everyday and wipe the furniture down etc. Very average again but you can certainly make do in this place. Definitely worth giving a go"
Tutotel Hotel,2.5,,",Pool,Rooftop pool,Restaurant,Laundry service,Room service","1 Salah El Din Street Nile Corniche, Luxor - Egypt","Looking for a place to stay in Luxor? Then look no further than Tutotel Hotel, a hotel that brings the best of Luxor to your doorstep.Rooms at Tutotel Hotel Luxor provide air conditioning.In addition, while staying at Tutotel Luxor guests have access to room service. You can also enjoy a pool and an on-site restaurant.For those interested in checking out popular landmarks while visiting Luxor, Tutotel Hotel is located a short distance from Avenue of Sphinxes (0.4 mi) and Luxor Sound and Light Show (1.2 mi).While in Luxor, you may want to check out some of the restaurants that are a short walk away from Tutotel Luxor, including The Lantern Room Restaurant (0.6 mi), 1886 Restaurant (0.1 mi), and Al-Sahaby Lane Restaurant (0.6 mi).Looking to explore? Then look no further than Luxor Temple (0.3 mi), which is a popular Luxor attraction – and it is conveniently located within walking distance of the hotel.We’re sure you’ll enjoy your stay at Tutotel Hotel as you experience everything Luxor has to offer."
Sant Mina Hotel,1.0,,",Free High Speed Internet (WiFi),Wifi,Bar / lounge,Restaurant,Casino and Gambling,Air conditioning,Room service,Suites","Cleopatra Street, Luxor 22222 Egypt","Our small hotel is next to the train station, near Luxor Temple and the Nile Corniche"
New Windsor Hotel,,,,,
Spirit Luxor Luxury,,,,,
Club Mediterranee Bella Donna,,,,"Khaled ibn El Walid, Luxor Egypt",
Nile Compound,5.0,,",Free parking,Free High Speed Internet (WiFi),Pool,Restaurant,Bicycle rental,Hiking,Children Activities (Kid / Family Friendly),Airport transportation,Secured parking,Internet,Pool / beach towels,Outdoor pool,Breakfast in the room,Snack bar,Special diet menus,Horseback riding,Shuttle bus service,Car hire,Massage,Massage chair,BBQ facilities,Baggage storage,Currency exchange,Outdoor furniture,Picnic area,Shared kitchen,Shared lounge / TV area,Sun terrace,24-hour front desk,Dry cleaning,Laundry service,Ironing service,Air conditioning,Room service,Family rooms","Barat el Esba - West Bank, Luxor Egypt","Peaceful place on the bank of the Nile away from the busy areas where you can relax. The grounds and views of the Nile are beautiful. The staff go above and beyond to make you feel welcome and happy, especially Ahmed (nephew of the owner) who was lovely to me and my son and really looked after us when we went to have a look around the west bank. The owner and his wife were also lovely and we felt very safe there. You can get food there and they can organise cars and trips. If you like walking, you can walk and get the ferry or one of the many independent boats across to the east bank. Although it is away from the sites of the east bank, it is quiet and peaceful and you will appreciate that at the end of a busy day of sight seeing and haggling. Would definitely return."
Luxor Old Nile Hotel,5.0,,,,親切丁寧なスタッフの対応と、リーズナブルな価格で美味しい食事をいただけます。東岸へ行くフェリー乗り場も近いので観光に最適な立地です。
Nour El Balad,5.0,,",Wifi,Paid wifi,Bar / lounge,Restaurant,Airport transportation,Dry cleaning,Air conditioning,Room service,Family rooms","West Bank, Old Gourna, Near Habou Temple, Luxor 85952 Egypt","Nour El Balad is an excellent choice for travellers visiting Luxor, offering a family-friendly environment alongside many helpful amenities designed to enhance your stay.Given the close proximity of popular landmarks, such as Valley of the Kings (1.6 mi) and Tomb of Ramses VI (1.6 mi), guests of Nour El Balad can easily experience some of Luxor's most well known attractions.Guest rooms offer air conditioning, and Nour El Balad makes getting online easy as wifi is available.You can also take advantage of some of the amenities offered by the small hotel, including room service. In addition, guests can enjoy a lounge during their visit.While you’re here, be sure to check out The Lantern Room Restaurant, one of the restaurants in Luxor with hotpot on the menu, which is a short distance from Nour El Balad.There is no shortage of things to do in the area: explore popular monuments and statues such as Luxor Temple, Temple of Hatshepsut at Deir el Bahari, and Obelisk of Thutmoses I.Enjoy your stay in Luxor!"
Villa Kaslan Apartments,5.0,,",Free parking,Free High Speed Internet (WiFi),Outdoor pool,Restaurant,Bicycle rental,Airport transportation,Baggage storage,Currency exchange,Air conditioning,Room service,Kitchenette","Cairo Road to Western Aswan, Luxor 85111 Egypt","We stayed here 2 nights thanks to a friend's recommendation and had a really hard time leaving - our experience was absolutely amazing!!  Abdul, the owner, is an awesome person and can't do enough for his guests. The staff, unchanged for the past 10 years, are equally fantastic. Food and fresh juices were great, rooms were beautifully decorated, clean and spacious, swimming pool was a delight. To top everything off, Spotty the dog and Minkish the cat were always around to be petted. Our driver, Sherif, took us everywhere with an impeccably clean car. They even organized the boat to cross to the east bank. The location is perfect: quiet and green, next to a banana plantation. Yet, just next to all main attractions of Luxor: Valley of Kings and Queens, Luxor Temple, Karnak, hot air balloon, among others. Dendera is an hour away but absolutely worth it!  Best option in Luxor, can't recommend it enough!…"
Beit Sabee Hotel,4.5,,",Free parking,Free High Speed Internet (WiFi),Free breakfast,Airport transportation,Rooftop terrace,Baggage storage,24-hour front desk,Private check-in / check-out,Wifi,Breakfast in the room,Currency exchange,Non-smoking hotel,Sun terrace,Air conditioning,Housekeeping,Bottled water,Clothes rack,Bath / shower,Hair dryer","West Bank (Near Medinet Habou Temple), Luxor Egypt","Beit Sabee is built in the traditional Egyptian style - sun dried mud bricks - adobe. It is located in Luxor West Bank with a marvelous view of Medinet Habou and the Theban mountain that houses: the Kings Valley, Queens Valley, Deir el-Medinet, and Hatchepsout, etc. If you are relaxed, open and looking for a uniquely different place, you will enjoy her. Beit Sabee is a comfortable, beautifully simple rural lodging. Beit Sabee (maison d’hôtes) appeared in the September 2008 issue of Elle Decoration."
Oasis Hotel,4.5,,",Free parking,Free High Speed Internet (WiFi),Bar / lounge,Horseback riding,Pets Allowed ( Dog / Pet Friendly ),Rooftop terrace,Baggage storage,24-hour front desk,Internet,Restaurant,Breakfast in the room,Mosquito net,Non-smoking hotel,Air conditioning,Housekeeping,Bottled water,Wake-up service / alarm clock,Bath / shower,Family rooms","Mohamed Farid St, Luxor 10000 Egypt","The Oasis is popular with backpackers and travelers from all over the globe. The hotel has a pleasant rooftop terrace with great views of Luxor. Oasis hotel is located in the heart of Luxor on the main road. It is just a 3-minute's walk from the train station. We can meet and pick you up at the train station, airport or any other location in Luxor."
"Apartments at Ramla Nile Street, Luxor",5.0,,",Children Activities (Kid / Family Friendly)","Ramla Nile Street, 10, Luxor 85111 Egypt","Great location, great hospitality We loved this place.  Full Nile view on the West Bank on the outskirts of the village.  Individual rooms with kitchen and modestly furnished. The real deal is the rooftop common-place and kitchen  And the food and the team Abdul, Hassan and Islam They made us feel like kings  It is a modest place, you can full in love with it, but it is not the Hilton.  We were visiting as a group of friends. loved the vibe, The view, and the ability to have an individual suite to get privacy.  Additional items to consider: Bed is simple and comfortable a/c works well and is quiet Shower is simple and has misfunctions Noise - you will hear calls from the mosque and animals during your nights sleep.  Bottom line: Will come back  Highly Recommended for people accustomed to modest accommodations…"
Nile Panorama,,,,"Elmorashah St, Luxor 85958‎ Egypt",
San Mina Hotel,,,,"Madinat Al'aqsar Sharie Kilubitraan Mutafarie Min Ramsis 2, Luxor 85951 Egypt",
Nile Jewel Suites Luxor Egypt,,,,"Ramlla Village, Luxor 00001 Egypt",
Meena Rooms,,,,,
Mohamed ali house,,,,,
Hilton Luxor Resort & Spa,5.0,"EGP 4,457",",Free parking,Free High Speed Internet (WiFi),Pool,Fitness Centre with Gym / Workout Room,Free breakfast,Babysitting,Highchairs available,Free shuttle or taxi services,Valet parking,Wifi,Hot bath,Pool / beach towels,Infinity pool,Pool with view,Outdoor pool,Heated pool,Yoga classes,Fitness / spa changing rooms,Fitness classes,Personal trainer,Sauna,Bar / lounge,Restaurant,Breakfast available,Breakfast buffet,Breakfast in the room,Happy hour,Outdoor dining area,Special diet menus,Swimup bar,Poolside bar,Airport transportation,Car hire,Taxi service,Business Centre with Internet Access,Conference facilities,Banquet room,Meeting rooms,Spa,Body wrap,Couples massage,Facial treatments,Foot bath,Foot massage,Full body massage,Hand massage,Head massage,Manicure,Massage,Neck massage,Pedicure,Salon,Steam room,Waxing services,24-hour security,Baggage storage,Concierge,Currency exchange,Gift shop,Newspaper,Shops,Sun loungers / beach chairs,Sun umbrellas,ATM on site,Doorperson,24-hour front desk,Express check-in / check-out,Dry cleaning,Laundry service,Ironing service,Allergy-free room,Blackout curtains,Air conditioning,Housekeeping,Interconnected rooms available,Minibar,Flatscreen TV,Walk-in shower,Bathrobes,Private balcony,Room service,Safe,Telephone,VIP room facilities,Iron,Wake-up service / alarm clock,Electric kettle,Pool view,Non-smoking rooms,Suites,Family rooms,Smoking rooms available","New Karnak, Luxor Egypt","If you desire to visit Luxor, you will find Hilton Luxor Resort & Spa the ideal base from which to explore the rich and ancient culture of the Nile Valley. Situated on the east bank, you can enjoy glorious, unobstructed views of the river Nile from our unique, water's edge location, with the largest waterfront on the Nile. Luxor is the site of ancient Thebes, and has a legendary reputation as the world’s finest open air museum, with an unparalleled range of historic monuments. The Temple of Karnak and Valley of Kings are on our doorstep. Our newly renovated resort & spa offers the ultimate in luxury, unparalleled in Luxor. Lounge in one of our five stylish bars, perhaps smoking a shisha pipe while gazing at the Nile. Sample the finest in Egyptian, Eastern and international cuisine in one of our three restaurants Rosetta, Olives and Silk road. Hilton Luxor boasts a World Class Spa covering an area of 1,150 m², including a beautiful garden, a 160 m2 Spa Infinity Pool, and 12 individual treatment rooms. Our palatial Karnak ballroom is the most contemporary and cutting-edge Nile Valley venue for corporate events and celebrations.You will find the attention to service as immaculate as the hotel’s contemporary Arabic design, At Hilton Luxor our highly trained and dedicated staff will make you feel like a Pharaoh during your Egypt holiday."
Madina Heights,5.0,,",Wifi,Kitchenette","Assaied Albadawy Street Madina Street, Luxor Egypt","English and Egyptian run apartments {flats} in the center of Luxor, we have the culture and language to make your stay an enjoyable and relaxing one. We are central to all amenities from local supermarket to restaurants and shops. To walk is only 10 minutes from the NILE and 15 from LUXOR TEMPLE.From the roof terrace you can see some of the mountains of the WEST BANK and LUXOR TOWN. We can arrange t/f to and from airport if you wish with a charge of £50LE each away. Hope you visit use and enjoy your stay in LUXOR."
Amarante Osiris,4.5,,",Restaurant,Business Centre with Internet Access,Non-smoking hotel,Room service,Non-smoking rooms,Family rooms","Egoth Docking Sultana Malak Luxor Cournice Main Road, Luxor 1111 Egypt","We have just returned from a week cruising down the Nile from Luxor to Aswan and back on the Amarante Osiris. This was a wonderful boat, very intimate with 37 rooms. Food was excellent and the staff couldn't be more helpful. Apart from meeting two extremely nice British couples the rest of the guests were German. We had an absolutely excellent guide (Adel) and the tours he organised were wonderful. All in all this was a superb trip."
Club Marmara Decouverte du Nil,4.5,,",Pool,Free breakfast,Room service",,
M/S Blueshadow,5.0,,,"Luxor I Front of the Government of Luoxr, East Bank, Luxor 85955 Egypt","Spent four nights on the MS BlueShadow from Luxor to Aswan, stopping every day to view archeological sites such as The Valley of the Kings, Hatshetsup's Temple, the Temple of Horus, Edfu, Kom Ombo Temple and Philae Temple.  The ship is in very good condition.  Of all the other boats we saw during our cruise, the BlueShadow appeared the newest and in the best condition. The ship is clean and the staff are friendly and accommodating.    The cabins are well-furnished, modern, and spacious (larger than those found on mega cruise ships). Our room had a large window and flatscreen TV, the bed was comfortable, the bathroom had a shower/tub combo and there is ample closet space.   We traveled in July, with outside temps of 113 degrees Farenheit.  The boat is kept cool, almost too cool.  I recommend that you pack a sweatshirt or fleece for the common areas as the AC is blasting nearly non-stop. It made for a refreshing contrast when returning from the boat after several hours signtseeing in the intense Egyptian summer heat.  The food service is good for a boat of this size. All meal service is buffet style, and there is sufficient variety such that you should be able to find a food to your liking.  The daily Egyptian Dish specials were particularly good. Wait staff was attentive with clearing plates and serving beverages.  Water is not included, but a 1.5L bottle costs less than $2 US. We spent about $20 US total on water for the entire four-day cruise, which I thought was reasonable. The sun deck has ample space and a small pool to cool off in. We spent hours reclined under the canopy watching life unfold on the banks of the river.  It was very tranquil and provided a unique perspective on life in Egypt  outside Cairo.  This is THE way to see Egypt, both ancient and modern.  I recommend this trip and this cruise line to anyone who wishes to see all that Egypt has to offer.…"
Little Ramses Guest House,4.0,,",Free parking,Wifi,Bicycle rental,Children Activities (Kid / Family Friendly),Pets Allowed ( Dog / Pet Friendly ),Airport transportation,Convenience store,Outdoor furniture,Paid wifi,Shuttle bus service,Shared kitchen,Shared lounge / TV area,Laundry service,Ironing service,Air conditioning,Housekeeping,Clothes rack,Kitchenette,Refrigerator,Kitchenware,Bath / shower,Hair dryer,Family rooms","Madinet Habu, Westbank, Luxor 85831 Egypt","Little Ramses Guest House is an excellent choice for travellers visiting Luxor, offering many helpful amenities designed to enhance your stay.Given the close proximity of popular landmarks, such as Temple of Hatshepsut at Deir el Bahari (1.4 mi) and Valley of the Kings (1.5 mi), guests of Little Ramses Guest House can easily experience some of Luxor's most well known attractions.Rooms at Little Ramses Guest House offer air conditioning, a refrigerator, and a kitchenette providing exceptional comfort and convenience, and guests can go online with wifi.Outdoor furniture and a convenience store are some of the conveniences offered at this guest house. If you are driving to Little Ramses Guest House, free parking is available.During your visit, be sure to check out a popular Luxor hotpot restaurant such as The Lantern Room Restaurant, which is a short distance from Little Ramses Guest House.Best of all, Little Ramses Guest House makes it easy to experience many great Luxor attractions like Temple of Medinat Habu (0.1 mi), Valley of the Artisans (Deir el-Medina) (0.7 mi), and Ramesseum (Mortuary Temple of Ramses II) (1.0 mi), which are a short distance away.Enjoy your stay in Luxor!"
Merryland Hotel,3.5,,",Free High Speed Internet (WiFi),Bar / lounge,Restaurant,Children Activities (Kid / Family Friendly),24-hour front desk,Laundry service,Air conditioning,Room service,Telephone,Minibar,Bath / shower","Nefertiti St. Luxor, Luxor Egypt",The hotel have a nice location to most of the attraction places I recommend it for every one. The staff try their best to make your stay wonderful.the hotel can arrange a visit for most of the attraction places upon your request.
Egyptian Experience Resort Luxor,3.5,,",Free parking,Pool,Restaurant,Airport transportation,Business Centre with Internet Access,Meeting rooms,Dry cleaning,Laundry service,Air conditioning,Room service,Kitchenette,Microwave,Refrigerator,Family rooms",,"A holiday home in an idyllic location. These spacious quality 2 double bedroom apartments are set in a private small resort with beautiful views of the Nile. Fully fitted kitchens, large wardrobes, large patio windows from the lounge and bedroom onto very large balconies to eat out on. Beautiful gardens, large swimming pool and private promenade along the Nile river. Luxor is full of history, mystery and intrigue and has 1/6th of the worlds ancient heritage. Our aim is to make your holiday hassle free and special"
Paradise Luxor Hostel,4.0,,",Parking","Television Street, Ahmed Oraby Street, Luxor 51662 Egypt","Un lugar muy tranquilo, simple pero cómodo  Un tanto alejado de la zona comercial de Luxor del otro lado del Nilo.Teniamos que tomar combi y barco para llegar desde el centro. Está ubicado en una zona muy humilde"
Everest Hotel,3.0,,,"Television Street, Luxor Egypt",The cost of some hotels in Egypt is not fixed. I like the atmospere. The facilities are not new. But  that is ok. so no problem to me. The bosses run the hotel for over 20years at that time. And the staff are nice and helpful.
Teacher Hotel and Club,3.0,,",Bar / lounge,Non-smoking hotel,Dry cleaning,Laundry service,Room service,Non-smoking rooms","Mohamed Farid Street, Luxor Egypt","Welcome to Teacher Hotel and Club, your Luxor “home away from home.” Teacher Hotel and Club aims to make your visit as relaxing and enjoyable as possible, which is why so many guests continue to come back year after year.Nearby landmarks such as Avenue of Sphinxes (0.3 mi) and Luxor Sound and Light Show (1.0 mi) make Teacher Hotel and Club a great place to stay when visiting Luxor.You can take advantage of some of the amenities offered by Teacher Hotel and Club, including room service. In addition, guests can enjoy a lounge during their visit.Travellers looking to enjoy some lobster can head to La Fleur. Otherwise, you may want to check out a French restaurant such as 1886 Restaurant, Corniche Restaurant, or La Fleur.Plus, during your trip, don't forget to check out Luxor Temple (0.3 mi), a popular attraction that is within walking distance of Teacher Hotel and Club.Teacher Hotel and Club puts the best of Luxor at your fingertips, making your stay both relaxing and enjoyable."
Nile Towers Apartments,3.0,,,"Fondok Al Nile Helton Street, Luxor 85952 Egypt",Not stayed here for some time but the apartments were nice - kitchen is small and they are some way out of Luxor but the price is very reasonable - they are close to the Hilton Hotel and the owner is very hospitable and happy to help
New Grand Hotel,2.0,,",Free parking,Free High Speed Internet (WiFi),Wifi,Bar / lounge,Children Activities (Kid / Family Friendly),Pets Allowed ( Dog / Pet Friendly )","Mohammed Farid Street, Luxor Egypt","	New Grand Hotel is popular with backpackers and anyone who likes a friendly hotel in a central, but very quiet location with a local irie atmosphere. The hotel is 5 minutes walk from Luxor train station and Luxor temple.We are happy to arrange trips to the West Bank to see the Valley of the Kings, Valley of the Queens, Temple of Hatsheput and Colossus of Memnon. Every day from 8am to 2 pm. Including car and friendly English-speaking tour guide - 50 LE / person. Also we organise hot air balloon trips at sunrise 5am - 300 LE / person. We rent motorbikes (200 LE / day) and bicycles (20 LE / day)."
El Salam Hotel,2.0,,",Free parking,Free High Speed Internet (WiFi),Wifi,Hot bath,Bar / lounge,Restaurant,Children Activities (Kid / Family Friendly),Laundry service,Kitchenette","Luxor train station street, Luxor Egypt",our Hotel is Cheapest Hotel on Luxor City. Dorm room costs 15EGP. Single room costs 30EGP. Twin room is a little bit expensive for one person than that of dorm room. it takes 5 minuites from Luxor Train station by walk.
Akhnaton,,,,"Luxor, Egypt, Luxor Egypt",
Amer House,,,,,
Karnak Hotel,3.5,,",Parking,Free High Speed Internet (WiFi),Pool,Bar / lounge,Business Centre with Internet Access,Meeting rooms,Massage,Non-smoking hotel,Wifi,Coffee shop,Restaurant,Poolside bar,Laundry service,Air conditioning,Safe,Bottled water,Coffee / tea maker,Minibar,Flatscreen TV,Bath / shower,Non-smoking rooms,Family rooms","Corniche El Nile street in front of Hilton, Luxor 0020 Egypt",Our hotel is 20 min from airport and 30 min from train station and 10 min by walk from Karnak temple. We have room located on Nile St and also rooms with swimming pool view.
