Hotel Names,Ratings,Number of Reviews,Prices,links,location,Description
Sofitel Cairo Nile El Gezirah,4.5 of 5 bubbles,"3,918 reviews","EGP 5,379",https://www.tripadvisor.in/Hotel_Review-g294201-d304481-Reviews-Sofitel_Cairo_Nile_El_Gezirah-Cairo_Cairo_Governorate.html,"3 El Thawra Council St Zamalek, Cairo Egypt","On the southern tip of Gezirah Island, the hotel is a corner of paradise in central Cairo, minutes from Cairo’s business districts. Discover a haven of peace during a vacation in Egypt, and a comfortable base to rest after a successful day of business. Relax by the pool, pamper yourself in Sofitel SPA, wine and dine in our international restaurants and bars. Surrender to luxury and come for a day, a weekend, a week…or more. A stroll along the hotel’s lush riverside promenade takes you to a host of acclaimed restaurants and bars. You can take your time, enjoying the cool shade of exotic palms and breathing in the scent of hibiscus. You’ll hear the gentle sound of water lapping as you rest on a Nile-side terrace with a cool drink, and dine on international cuisine. It’s especially beautiful at dusk, when the sun sets over Cairo’s skyline and vibrant nightlife. Escape the city for a day at our secluded Cairo hotel, which feels like an exclusive Egyptian resort set in lush gardens. Take advantage of Sofitel SPA and Sofitel FIT, float in an infinity pool overlooking the Nile, unwind in a bubbling whirlpool bath… whatever you desire. Day membership includes discounts to the restaurants and bars which line the Nile-side promenade, promising refreshment and fun for families, couples and friends."
106. Holy Sheet Hostel,5 of 5 bubbles,60 reviews,,https://www.tripadvisor.in/Hotel_Review-g294201-d15696833-Reviews-Holy_Sheet_Hostel-Cairo_Cairo_Governorate.html,"2 Al Qadi Al Fadel 2nd Floor, Cairo 11511 Egypt","Greetings from Holy Sheet Hostel! Downtown Cairo is your destination if you want to be in the heart of action watching Cairo’s street life and accessing easily to everything and everywhere; So, we have chosen, prepared and well-designed this cozy place to stay – Holy Sheet Hostel – for you in an ideal central location, in the heart of the city. Just minutes from Talat Harb square, Tahrir square and The Egyptian Museum; Just minutes to restaurants, lively coffee shops, markets, spirits stores, bank & exchange shops, etc. Just minutes to bus, subway and train stations. Holy Sheet Hostel offers safe, clean, quiet, quality accommodation for single travelers, couples and groups (small & large ones). We offer large range of rooms from Mixed & Female Bunk-Bed (with privacy curtains, power sockets and lights) dorms, to private rooms with access to shared bathrooms and private rooms with en-suite bathrooms. Holy Sheet Hostel offers cozy hangout area for socializing and sharing experiences with other travelers; provided with Netflix access and PlayStation4. We offer a fully communal equipped kitchen ready to be used around the clock. HOLY SHEET hostel: *No curfew *24/7 Reception *Air-Conditioned rooms *Laundy & Drying Service *Luggage storage is available *Hairdryers available for free use *Bed linen and towels are provided *Free WiFi covering throughout the hostel *Breakfast is included; is served from 8AM to 12PM *Payment upon arrival by cash (EGP, USD, Euro or GBP), Credit, Debit Cards *We provide 24/7 airport transfers in private cars; At extra charge; To request: send an e-mail. *Our team is ready to make your stay easier by providing you with all information you need, helping you to plan your wish trips throughout Egypt."
107. Arabian Nights,4 of 5 bubbles,122 reviews,,https://www.tripadvisor.in/Hotel_Review-g294201-d1201661-Reviews-Arabian_Nights-Cairo_Cairo_Governorate.html,"10 Al Aded St off of Mansouria Street Darassa, Islamic Cairo, Cairo 11511 Egypt","We are proud to have won the TripAdvisor 2012 Award of Excellence. Come let our friendly, energetic staff help you discover the true charm of Cairo. Enjoy our clean, comfortable rooms, free breakfast, free wifi and complimentary hot drinks anytime on our gorgeous rooftop. We have thirty air-con rooms available with private bath and satellite TV. We also offer shared facilities. Members of our highly trained staff are fluent in both English and French. They are ready to facilitate your every need."
108. Hotel Velvet 1928,3.5 of 5 bubbles,34 reviews,,https://www.tripadvisor.in/Hotel_Review-g294201-d15073383-Reviews-Hotel_Velvet_1928-Cairo_Cairo_Governorate.html,"8 Gawad Housny Street, Cairo 11511 Egypt","HOTEL VELVET 1928 IS LOCATED IN THE HEART OF CAIRO DOWNTOWN, FEW MINUTES WALKING FROM THE EGYPTIAN MUSEUM, AND THE RIVER NILE. SURROUNDED BY RESTAURANTS, CAFES AND SHOPS THE BUILDING Majestic 1928 beauty of THE ITALIAN Architect Anton lachec EVERY ROOM IS OCCUPIED WITH DIFFERENT FRENCH CHANDELIERS DATED TO THE YEAR 1910, ALL ROOM ARE OCCUPIED WITH PRIVATE TOILETS, A\C AND PLASMA TV"
109. New President Hotel Zamalek,3.5 of 5 bubbles,26 reviews,,https://www.tripadvisor.in/Hotel_Review-g294201-d4714351-Reviews-New_President_Hotel_Zamalek-Cairo_Cairo_Governorate.html,"20 Taha Hussein St., Cairo 11511 Egypt","New President Hotel Zamalek is an excellent choice for travellers visiting Cairo, offering a budget friendly environment alongside many helpful amenities designed to enhance your stay.As your “home away from home,” the small hotel rooms offer air conditioning and a minibar, and getting online is easy, with free wifi available.Guests have access to 24 hour front desk, room service, and express check-in and check-out while staying at New President Hotel Zamalek. In addition, New President Hotel Zamalek offers a lounge, which will help make your Cairo trip additionally gratifying.Close to some of Cairo's most popular landmarks, such as St. Mark's Coptic Orthodox Church (2.9 mi) and Heliopolis (3.0 mi), New President Hotel Zamalek is a great destination for tourists.If you like French restaurants, New President Hotel Zamalek is conveniently located near The Smokery Heliopolis, La Maison Blanche, and Le Carnaval.If you are looking for something to do in the area, Khan Al-Khalili (1.0 mi) is a popular attraction that is within walking distance of New President Hotel Zamalek.Enjoy your stay in Cairo!"
110. Lyly Hotel,5 of 5 bubbles,6 reviews,,https://www.tripadvisor.in/Hotel_Review-g294201-d7362933-Reviews-Lyly_Hotel-Cairo_Cairo_Governorate.html,"43 Sherief Street 6th Floor, Down Town, Cairo 11511 Egypt",Bonjour a toutes ... J'ai été bien content de passer mon séjour l'abat... L'hôtel est bien situé et niveau hygiène la chambre était bien propre.. n'oublions pas la dame qui tient la réception madame hanaa elle est adorable je la remercie beaucoup pour sa gentillesse
"InterContinental Citystars Cairo, an IHG Hotel",4.5 of 5 bubbles,"2,549 reviews","EGP 6,471",https://www.tripadvisor.in/Hotel_Review-g294201-d536381-Reviews-InterContinental_Citystars_Cairo_an_IHG_Hotel-Cairo_Cairo_Governorate.html,"Omar Ibn El Khattab Street Heliopolis, Cairo 11737 Egypt","Explore Cairo's heritage amidst modern luxuries and stay at the five-star InterContinental Citystars Cairo hotel in Cairo's Heliopolis, next to Stars Centre Mall. Relax in grand rooms with beautiful furnishings and views. Indulge at our 10 exquisite restaurants and bars. Need event space? Our private meeting rooms and Egypt's largest ballroom will satisfy your requirements. Our concierge gladly arranges private tours of the nearby Cairo Citadel, the Pyramids, and soon, The Grand Egyptian Museum."
111. Cairo Moon Hotel,4.5 of 5 bubbles,97 reviews,,https://www.tripadvisor.in/Hotel_Review-g294201-d1841930-Reviews-Cairo_Moon_Hotel-Cairo_Cairo_Governorate.html,"28 Adly Street, Cairo 11511 Egypt","Our hotel offers all of the comforts of home in the center of downtown Cairo. Our colorfully designed, immaculately clean rooms are equipped with A/C or fan, and some offer a spacious balcony. We invite you to enjoy breakfast on our shaded terrace overlooking the city. We offer free hot drinks throughout the day and night, so you can relax and enjoy the view."
112. Tolip El Narges,4 of 5 bubbles,38 reviews,,https://www.tripadvisor.in/Hotel_Review-g294201-d10215186-Reviews-Tolip_El_Narges-Cairo_Cairo_Governorate.html,"90 Street Fifth Settlement, Cairo 11511 Egypt","Welcome to Tolip EL Narges, your Cairo “home away from home.” Tolip EL Narges aims to make your visit as relaxing and enjoyable as possible, which is why so many guests continue to come back year after year.Free wifi is offered to guests, and rooms at Tolip EL Narges offer air conditioning.Guests of Tolip EL Narges are also welcome to enjoy a pool and an on-site restaurant. For travellers arriving by car, free parking is available.When you’re feeling hungry, be sure to check out Pomme de Pain, Teatro Cairo, and Chez Edy, which are some French restaurants that are popular with locals and out-of-towners alike.There is no shortage of things to do in the area: explore popular monuments and statues such as Obelisk of Ramses II.Tolip EL Narges puts the best of Cairo at your fingertips, making your stay both relaxing and enjoyable."
113. Midtown Hostel,4 of 5 bubbles,48 reviews,,https://www.tripadvisor.in/Hotel_Review-g294201-d13497661-Reviews-Midtown_Hostel-Cairo_Cairo_Governorate.html,"8 Gawad Housny Al Fawalah, Abdeen, Altaabiq Alkhamis Shaqah, Cairo 11511 Egypt","Midtown Hostel is an excellent choice for travellers visiting Cairo, offering a family-friendly environment alongside many helpful amenities designed to enhance your stay.Midtown Hostel is a family-friendly hotel offering a refrigerator, a minibar, and air conditioning in the rooms, and it is easy to stay connected during your stay as free wifi is offered to guests.The hotel features a concierge and room service. Plus, guests can enjoy free breakfast, which has made this a popular choice among travellers visiting Cairo.Given the close proximity of popular landmarks, such as Mosque of Al-Azhar (0.2 mi) and Zamalek (Gezira Island) (1.0 mi), guests of Midtown Hostel can easily experience some of Cairo's most well known attractions.While in Cairo be sure to experience local dumplings  favourites at 8 Chinese Restaurant or L'Asiatique - Le Pacha 1901.If you’re looking for something to do, Cairo Tower (1.1 mi) and Citadel (Al-Qalaa) (0.8 mi) are a nice way to spend some time, and they are all within walking distance of Midtown Hostel.Enjoy your stay in Cairo!"
114. Amin Hotel,4 of 5 bubbles,46 reviews,,https://www.tripadvisor.in/Hotel_Review-g294201-d3840552-Reviews-Amin_Hotel-Cairo_Cairo_Governorate.html,"38 El Falaky Sq. Bab El Louk, Cairo 11511 Egypt",+ clean with air conditioning and elevator. TV. very friendly employees. Good bed. Good breakfast made to order on a beautiful terrace on the 11th floor. Democratic prices. Free puck-up aéroport. - we had directly booked 2 communication rooms for 13 days. Our first day on arrival taken to sister hotel and with 3 people in 1 too small room with additional bed. Crawl into bed in the back!! No sorry but would get suite upgrade in amin hotel day after. It consisted of a large entrance hall with wardrobe and loose unusable save in it. A fridge. 1 room with 2 single beds. 1 room with a double bed placed almost against the wall and difficult to access. 2 chairs with mini coffee table. The bathroom with shower and toilet placed incorrectly so that you had to put your feet in the shower tray. - fly window door to balcony with large holes through which the flies entered. - very bad internet - very noisy. Cleaning not daily. Well on demand. Appointment for paid (25$) ride to Aéroport with large hotel shuttle not fulfilled. A taxi had been ordered ... 6 luggage had to be put on the roof. We disagree and came 2nd taxi. A lot of disagreement with the driver and still 3 suitcases on the roof. Lpg tank in trunk Having to stop on the way after signals from other cars. The 3rd suitcase was sliding.!! Very sad! …
115. Veltvet 1915,4 of 5 bubbles,7 reviews,,https://www.tripadvisor.in/Hotel_Review-g294201-d15681186-Reviews-Veltvet_1915-Cairo_Cairo_Governorate.html,"2 Marouf Street, Cross Talaat Harb, Cairo 11511 Egypt","This small but beautiful room was the place i could call Home for me and my husband during 3 weeks.  We highly recommend it for so many reasons: - the best location (area with lots of restaurants, shops, bus, metro, the centre of the city).  - the room has anything you need (modern furniture, TV, AC, bathtube, confortable bed and pillows, balcony with city view).  - the staff was so kind, answering to all our requests. - the price is very good related to the area. - great food for breakfast.   I have nothing to complain. Thank you so much for everything! Our appreciation! 🙏"
116. City Palace Hotel,3 of 5 bubbles,14 reviews,,https://www.tripadvisor.in/Hotel_Review-g294201-d21073129-Reviews-City_Palace_Hotel-Cairo_Cairo_Governorate.html,"1 El Amir Qadadar Street Tahrir Sq., Cairo 11511 Egypt","Set in Cairo, 700 metres from Tahrir Square, City Palace Hotel features air-conditioned rooms and a terrace. Among the facilities of this property are a restaurant, a 24-hour front desk and a shared kitchen, along with free WiFi. The accommodation offers room service, a shared lounge and currency exchange for guests. The units at the hotel come with a seating area, a flat-screen TV with satellite"
117. New Hotel,3.5 of 5 bubbles,8 reviews,,https://www.tripadvisor.in/Hotel_Review-g294201-d1831336-Reviews-New_Hotel-Cairo_Cairo_Governorate.html,"21 Adly Street Downtown, Cairo 11511 Egypt","Welcome to New Hotel, your Cairo “home away from home.” New Hotel aims to make your visit as relaxing and enjoyable as possible, which is why so many guests continue to come back year after year.Nearby landmarks such as Mosque of Al-Azhar (0.5 mi) and Zamalek (Gezira Island) (0.9 mi) make New Hotel a great place to stay when visiting Cairo.As your “home away from home,” the small hotel rooms offer air conditioning.Guests have access to room service while staying at New Hotel. In addition, New Hotel offers an on-site restaurant, which will help make your Cairo trip additionally gratifying.Travellers looking to enjoy some shrimp can head to Kadoura Fish Restaurant, Birdcage, or Abou el-Sid. Otherwise, you may want to check out a French restaurant such as The Revolving Restaurant, Le Deck, or The Grill Restaurant & Lounge.Plus, during your trip, don’t forget to check out some of the popular monuments and statues, such as Alabaster Sphinx, 360 EgypTours, and Obelisk of Ramses II.New Hotel puts the best of Cairo at your fingertips, making your stay both relaxing and enjoyable."
118. Nile Boutique,3 of 5 bubbles,25 reviews,,https://www.tripadvisor.in/Hotel_Review-g294201-d8088584-Reviews-Nile_Boutique-Cairo_Cairo_Governorate.html,"160 Nile Street, Agouza, Cairo 11511 Egypt","Everyone needs a place to lay their weary head. For travellers visiting Cairo, Nile Boutique is an excellent choice for rest and rejuvenation. Well-known for its family-friendly environment and proximity to great restaurants, Nile Boutique makes it easy to enjoy the best of Cairo.The rooms offer air conditioning, and getting online is possible, as free wifi is available, allowing you to rest and refresh with ease.Nile Boutique features 24 hour front desk, a concierge, and room service. In addition, as a valued Nile Boutique guest, you can enjoy an on-site restaurant that is available on-site. Guests arriving by vehicle have access to paid public parking available on-site.Nearby landmarks such as 360 EgypTours (0.5 mi) and Sun Temples of Abu Ghurab (1.8 mi) make Nile Boutique a great place to stay when visiting Cairo.If you’re looking for a French restaurant, consider a visit to Le Bistro, which is not far from Nile Boutique.Nile Boutique is sure to make your visit to Cairo one worth remembering."
119. New City Suites & Apartments,3 of 5 bubbles,23 reviews,,https://www.tripadvisor.in/Hotel_Review-g294201-d5616188-Reviews-New_City_Suites_Apartments-Cairo_Cairo_Governorate.html,"39 Chark Insurance Compound, Cairo 11511 Egypt",Beating heart of new cairo. Facing the American university. Only real aparthotel in the 5th Settlement-newcairo. Awarded excellence award by Egyptian tourism board of independent hotels.
120. Cosmopolitan Hotel,2.5 of 5 bubbles,71 reviews,,https://www.tripadvisor.in/Hotel_Review-g294201-d309018-Reviews-Cosmopolitan_Hotel-Cairo_Cairo_Governorate.html,"1 Talat Harb Downtown, Cairo 11511 Egypt","If you’re looking for a luxury hotel in Cairo, look no further than Cosmopolitan Hotel.Given the close proximity to Khan Al-Khalili (1.9 mi), guests of Cosmopolitan Hotel can easily experience one of Cairo's most popular landmarks.You’ll enjoy relaxing rooms that offer air conditioning, and you can stay connected during your stay as Cosmopolitan Hotel Cairo offers guests free wifi.The hotel features room service. Plus, Cosmopolitan Hotel Cairo offers an on-site restaurant, providing a pleasant respite from your busy day.While in Cairo, you may want to check out some of the restaurants that are a short walk away from Cosmopolitan Hotel Cairo, including O.Liv.O Pizzeria & Bar (1.2 mi), Blackstone Bistro (1.0 mi), and Le Peking Zamalek (0.6 mi).Cairo is also known for some great art museums, including Gayer-Anderson Museum (Bayt al-Kiritliya), Museum of Islamic Arts, and Museum of Islamic Ceramics, which are not too far from Cosmopolitan Hotel Cairo.The staff at Cosmopolitan Hotel looks forward to serving you during your upcoming visit."
"Holiday Inn Cairo - Citystars, an IHG Hotel",4.5 of 5 bubbles,"1,087 reviews","EGP 3,727",https://www.tripadvisor.in/Hotel_Review-g294201-d817571-Reviews-Holiday_Inn_Cairo_Citystars_an_IHG_Hotel-Cairo_Cairo_Governorate.html,"Ali Rashed Street Heliopolis, Cairo 11757 Egypt","A modern, family-friendly hotel in Cairo's dynamic Citystars Heliopolis In the heart of Citystars business and leisure complex and just 10 minutes from Cairo International Airport, the Holiday Inn® Cairo Citystars hotel is an ideal base for exploring the modern and historic attractions of Egypt's capital. Next to the hotel, Stars Centre Mall is home to over 640 of shops and high-tech amusements including Snow City and Magic Galaxy, Egypt's largest indoor theme park. Downtown Cairo is less than half an hour away. The hotel's family-friendly atmosphere makes everyone feel at home, from the rooftop garden with its adults' and children's swimming pools, to the Star Corner Café in the lobby. Open 24-hours, Windows Restaurant tempts diners with heaped international buffets and live cooking stations, and Indira Restaurant serves some of the best Indian food in Cairo. Business travelers appreciate the fast, free Wi-Fi, business center and 24-hour room service. Need to hold a meeting?"
