,Unnamed: 0,Name,City,phone_no,location,Full Address,Latitude,Longitude,cuisines,rate,number of reviews
390,557,Zio Marco,Cairo,+20 111 456 1274,"13 Ahmed Heshmat St, Cairo 11511 Egypt","Zio Marco Cairo 13 Ahmed Heshmat St, Cairo 11511 Egypt ",30.065729,31.2215898,Italian,5.0,2.0
391,563,Cortigiano Restaurant,Cairo,+20 2 23800417,"7 32 Rd. Beside Pearl Hotel, Cairo 11511 Egypt","Cortigiano Restaurant Cairo 7 32 Rd. Beside Pearl Hotel, Cairo 11511 Egypt ",30.0444196,31.2357116,"Italian, Pizza, European",3.5,24.0
392,564,Badaweya,Cairo,+20 19125,Cairo Egypt,Badaweya Cairo Cairo Egypt ,30.0682832,31.2484242,"Mediterranean, Diner, Healthy, Middle Eastern, Egyptian, Arabic",4.5,7.0
393,565,Pizza Al Forno,Cairo,+20 2 28476375,"73 Street 9. El Mokattam, Cairo 11511 Egypt","Pizza Al Forno Cairo 73 Street 9. El Mokattam, Cairo 11511 Egypt ",30.0187771,31.2796113,"Italian, Pizza, European",3.5,16.0
394,567,Kafficho Coffee,Cairo,+20 111 484 9517,"Al Mansour Mohamed Street Zamalek, Cairo 1000 Egypt","Kafficho Coffee Cairo Al Mansour Mohamed Street Zamalek, Cairo 1000 Egypt ",30.0630711,31.2182238,"Cafe, International",4.5,8.0
395,572,Mistiqa,Cairo,+20 105 050 2222,"Arkan Plaza, Sheikh Zayed, Cairo Egypt","Mistiqa Cairo Arkan Plaza, Sheikh Zayed, Cairo Egypt ",30.0208893,31.0032932,"Mediterranean, Grill, Middle Eastern, Egyptian",5.0,2.0
396,579,BAHAR Indian Restaurant,Cairo,+20 122 717 3375,"5 Ali Amer St From Makram Ebeid St, Cairo 11511 Egypt","BAHAR Indian Restaurant Cairo 5 Ali Amer St From Makram Ebeid St, Cairo 11511 Egypt ",30.0715404,31.2823655,Indian,5.0,3.0
397,580,Andiamo Pizza Garden and Bar,Cairo,+20 100 550 9948,"66 Omar Ibn el Khattab Heliopolis Cairo, Cairo 11511 Egypt","Andiamo Pizza Garden and Bar Cairo 66 Omar Ibn el Khattab Heliopolis Cairo, Cairo 11511 Egypt ",30.091936,31.3406934,"Italian, Bar, Pizza, European",3.5,51.0
398,582,M Club,Cairo,+20 2 27283000,"16 Saray El Gezira Street, Zamalek inside Marriott Mena House Hotel, Cairo 11211 Egypt","M Club Cairo 16 Saray El Gezira Street, Zamalek inside Marriott Mena House Hotel, Cairo 11211 Egypt ",30.0609422,31.219709,International,5.0,2.0
399,583,Made In Health,Cairo,+20 102 729 3969,"6 El Gezira El Wosta Abu Al Feda, Zamalek, Cairo 11561 Egypt","Made In Health Cairo 6 El Gezira El Wosta Abu Al Feda, Zamalek, Cairo 11561 Egypt ",30.0665986,31.2164725,"American, Healthy, Medicinal foods",5.0,2.0
400,584,Ezz Al-Menoufy Restaurant,Cairo,+20 120 744 1883,"95 El Marghany St., Cairo 11511 Egypt","Ezz Al-Menoufy Restaurant Cairo 95 El Marghany St., Cairo 11511 Egypt ",30.0876646,31.3366893,"Mediterranean, Egyptian",4.5,4.0
401,586,Macera Lounge & Bar,Cairo,+20 120 886 4009,"Ankara Street Sheraton El Matar, Cairo 11511 Egypt","Macera Lounge & Bar Cairo Ankara Street Sheraton El Matar, Cairo 11511 Egypt ",30.1093874,31.3814801,"Italian, Bar, International, Pub",4.5,4.0
402,587,Alla Grande!,Cairo,+20 2 22673136,"2A Kamal Hassan Ali Street Sheraton Al Matar, Cairo 11511 Egypt","Alla Grande! Cairo 2A Kamal Hassan Ali Street Sheraton Al Matar, Cairo 11511 Egypt ",30.1040088,31.3696456,"Italian, Pizza",5.0,2.0
403,588,Tayer Ya Fatayer,Cairo,+20 122 755 5545,"8 Sayed El Bakry Zamalek, Cairo 11211 Egypt","Tayer Ya Fatayer Cairo 8 Sayed El Bakry Zamalek, Cairo 11211 Egypt ",30.0599404,31.2234184,"Mediterranean, Egyptian",5.0,2.0
404,589,Alkukh,Cairo,+20 102 651 4158,"1 Seket Elfadl, Talaat Harb St, Cairo 11511 Egypt","Alkukh Cairo 1 Seket Elfadl, Talaat Harb St, Cairo 11511 Egypt ",30.0494223,31.2397426,"Italian, French, American, Greek, Middle Eastern",5.0,2.0
405,591,Deals Restaurant & Pub,Cairo,+20 122 241 9111,"1 A El Sayed El Bakry St. In Front Of Abou El Sid Restaurant, Cairo 11511 Egypt","Deals Restaurant & Pub Cairo 1 A El Sayed El Bakry St. In Front Of Abou El Sid Restaurant, Cairo 11511 Egypt ",30.0598153,31.2241193,"Bar, International, Pub, Diner, Beer restaurants",4.5,4.0
406,597,Origo Cafe,Cairo,+20 101 900 0023,"2 Taha Hussein Street Zamalek, Cairo Egypt","Origo Cafe Cairo 2 Taha Hussein Street Zamalek, Cairo Egypt ",30.0637783,31.220201,"Italian, Cafe",4.5,4.0
407,600,IL Gusto,Cairo,+20 121 111 6995,"South Park Food Court Madinaty Madinaty, Cairo 11511 Egypt","IL Gusto Cairo South Park Food Court Madinaty Madinaty, Cairo 11511 Egypt ",30.0956019,31.6349305,"Italian, Pizza, Cafe, Grill, Soups",4.0,9.0
408,601,Drinkies,Cairo,+20 19330,"157 26th of July St. Zamalek, Next To Maison Thomas, Cairo 11511 Egypt","Drinkies Cairo 157 26th of July St. Zamalek, Next To Maison Thomas, Cairo 11511 Egypt ",30.0533567,31.239234,Contemporary,4.0,5.0
409,602,Vegan in our House,Cairo,+20 100 114 2447,"7 Street Maadi, Pearl Hotel Terrace, Cairo Egypt","Vegan in our House Cairo 7 Street Maadi, Pearl Hotel Terrace, Cairo Egypt ",29.956667,31.2595833,"Italian, British",5.0,2.0
410,608,Veloce,Cairo,+20 2 25216650,"49 Al Hadara Street, Maadi, Cairo Egypt","Veloce Cairo 49 Al Hadara Street, Maadi, Cairo Egypt ",29.9625746,31.2830325,Italian,5.0,2.0
411,609,Buffalo Burger,Cairo,+20 111 010 5106,"27 Nasr Street In Front Of Ceramica Cleopatra, Cairo 11511 Egypt","Buffalo Burger Cairo 27 Nasr Street In Front Of Ceramica Cleopatra, Cairo 11511 Egypt ",29.9749564,31.2793199,"American, Fast Food",4.5,4.0
412,610,Royal Kebab House,Cairo,+20 100 560 8606,"Nile Corniche Near Egyptian Geology Museum, Cairo 11511 Egypt","Royal Kebab House Cairo Nile Corniche Near Egyptian Geology Museum, Cairo 11511 Egypt ",29.9095178,31.2866389,Mediterranean,5.0,4.0
413,614,La Fandi,Cairo,+20 102 222 8156,"3 Palastine Street, Maadi, The Courtyard Complex Beside Bandar Complex, Cairo 11511 Egypt","La Fandi Cairo 3 Palastine Street, Maadi, The Courtyard Complex Beside Bandar Complex, Cairo 11511 Egypt ",30.0444196,31.2357116,"Fast Food, Mediterranean, Egyptian",4.5,8.0
414,616,30 NORTH,Cairo,+20 120 382 3030,"Capital Business Park, Cairo 11511 Egypt","30 NORTH Cairo Capital Business Park, Cairo 11511 Egypt ",30.0444196,31.2357116,International,3.5,9.0
415,619,O Sole Mio,Cairo,+20 115 097 0000,"Kornish el Nile, Cairo 11511 Egypt","O Sole Mio Cairo Kornish el Nile, Cairo 11511 Egypt ",30.0444196,31.2357116,Italian,4.0,5.0
416,620,Feteera,Cairo,+20 102 690 3000,"32 Bahgat Ali Str. Zamalek, Cairo Egypt","Feteera Cairo 32 Bahgat Ali Str. Zamalek, Cairo Egypt ",30.0695582,31.2200375,"Fast Food, Egyptian",3.5,26.0
417,621,Miette French Bakery,Cairo,+20 102 695 1997,"6C El Adel Abu Bakr St, Cairo 11511 Egypt","Miette French Bakery Cairo 6C El Adel Abu Bakr St, Cairo 11511 Egypt ",30.0638139,31.2168712,French,4.0,5.0
418,624,Begum Restaurant,Cairo,+20 100 001 6706,"276 34 Road, Cairo 11511 Egypt","Begum Restaurant Cairo 276 34 Road, Cairo 11511 Egypt ",30.0444196,31.2357116,Indian,4.0,9.0
419,627,Cafe Jardin restaurant,Cairo,+20 2 22931156,"65 Abdel Hamid Badawey Street, Cairo 11511 Egypt","Cafe Jardin restaurant Cairo 65 Abdel Hamid Badawey Street, Cairo 11511 Egypt ",30.0444196,31.2357116,American,4.0,5.0
420,629,Tate's Cafe,Cairo,+20 155 901 4144,"4 Galal Al Din Al Deswqi Almaza, Cairo 11511 Egypt","Tate's Cafe Cairo 4 Galal Al Din Al Deswqi Almaza, Cairo 11511 Egypt ",30.0234987,31.2281616,"Italian, French, Mexican, American, Turkish, South American, Central American",5.0,2.0
421,630,Deals Restaurant & Pub,Cairo,+20 100 112 1135,"40 A Baghdad St. In Front Of Beirut Hotel, Cairo 11511 Egypt","Deals Restaurant & Pub Cairo 40 A Baghdad St. In Front Of Beirut Hotel, Cairo 11511 Egypt ",30.0925516,31.3267172,Pub,4.0,12.0
422,632,Tata Sons Restaurant,Cairo,+20 2 26706785,"37 El Nahas St. Nasr City, Cairo 11511 Egypt","Tata Sons Restaurant Cairo 37 El Nahas St. Nasr City, Cairo 11511 Egypt ",30.0444196,31.2357116,Seafood,4.0,7.0
423,634,Koko's Bistro,Cairo,+20 102 123 1643,"9 Shop 46 Road Maadi, Cairo 11511 Egypt","Koko's Bistro Cairo 9 Shop 46 Road Maadi, Cairo 11511 Egypt ",29.9536223,31.263045,"Fast Food, Barbecue, Grill",5.0,2.0
424,637,Rustica,Cairo,+20 101 577 5542,"43 Masr Helwan Agriculture Road, Courniche El Maadi, Cairo, Egypt Cairo, Cairo Governorate, Egypt, Cairo 11511 Egypt","Rustica Cairo 43 Masr Helwan Agriculture Road, Courniche El Maadi, Cairo, Egypt Cairo, Cairo Governorate, Egypt, Cairo 11511 Egypt ",29.9569682,31.2525336,"Italian, Dining bars",5.0,2.0
425,639,Tia Maria,Cairo,+20 121 271 8092,"32 Jeddah Street, Cairo 11511 Egypt","Tia Maria Cairo 32 Jeddah Street, Cairo 11511 Egypt ",30.0447406,31.1984404,International,4.5,12.0
426,644,Lake Side Restaurant - Azhar Park,Cairo,+20 2 25109162,"Salah Salem Street, Cairo Egypt","Lake Side Restaurant - Azhar Park Cairo Salah Salem Street, Cairo Egypt ",30.0383318,31.2629257,International,4.0,6.0
427,648,Areej Eastern Sudanese Restaurant,Cairo,+20 111 678 1909,"El Nagar Street Dokki, Cairo 11511 Egypt","Areej Eastern Sudanese Restaurant Cairo El Nagar Street Dokki, Cairo 11511 Egypt ",30.0507452,31.2457351,African,4.0,6.0
428,650,Dunes Bar,Cairo,+20 2 23228000,"90 Road Westin Cairo Golf Resort & Spa, Katameya Dunes, Cairo 11511 Egypt","Dunes Bar Cairo 90 Road Westin Cairo Golf Resort & Spa, Katameya Dunes, Cairo 11511 Egypt ",30.003339,31.5217992,"American, Bar, Cafe, Wine Bar, Italian",4.5,2.0
429,652,Chophouse Restaurant,Cairo,+20 2 24154704,"40A Baghdad st. Korba, Heliopolis Next to Deals Pub, Cairo 11511 Egypt","Chophouse Restaurant Cairo 40A Baghdad st. Korba, Heliopolis Next to Deals Pub, Cairo 11511 Egypt ",30.0925516,31.3267172,"Italian, French, Steakhouse, Pizza",4.5,8.0
430,657,Il Giardino,Cairo,+20 2 22691077,"Cairo International Airport Road inside Le Passage Hotel, Cairo 11511 Egypt","Il Giardino Cairo Cairo International Airport Road inside Le Passage Hotel, Cairo 11511 Egypt ",30.1215735,31.4010864,Italian,4.0,4.0
431,664,Steak Out,Cairo,24180141,"Abdallah Daraz Street Heliopolis, Cairo 11511 Egypt","Steak Out Cairo Abdallah Daraz Street Heliopolis, Cairo 11511 Egypt ",30.0840967,31.3352196,Steakhouse,4.0,11.0
432,666,Tabaly,Cairo,+20 19061,"Ramzy Street, Cairo 11511 Egypt","Tabaly Cairo Ramzy Street, Cairo 11511 Egypt ",30.0444196,31.2357116,"Mediterranean, Egyptian",4.0,6.0
433,668,Mcdonalds,Cairo,+20 2 21600377,"121 Shobra St. Dawaran Shobra by El Raee El Saleh School, Cairo 11511 Egypt","Mcdonalds Cairo 121 Shobra St. Dawaran Shobra by El Raee El Saleh School, Cairo 11511 Egypt ",30.0904731,31.2454417,Fast Food,3.5,28.0
434,670,Zentro,Cairo,+20 102 611 8826,"7 Street 206, Degla, Al Maadi, Cairo 11511 Egypt","Zentro Cairo 7 Street 206, Degla, Al Maadi, Cairo 11511 Egypt ",29.9555713,31.2726447,"Chinese, Japanese, Asian, Thai, Korean",4.5,5.0
435,672,Sbarro,Cairo,+20 112 412 1000,"Genena Mall - Food Court Al manial, Cairo 11553 Egypt","Sbarro Cairo Genena Mall - Food Court Al manial, Cairo 11553 Egypt ",30.0213609,31.2268647,"Italian, American, Pizza",4.0,7.0
436,675,Enab Beirut,Cairo,+20 122 844 4424,"Cairo Festival City Mall, Cairo 11511 Egypt","Enab Beirut Cairo Cairo Festival City Mall, Cairo 11511 Egypt ",30.0278792,31.4097961,"Lebanese, Mediterranean, Barbecue, Middle Eastern",3.0,78.0
437,678,House of Cocoa,Cairo,+20 2 24181148,"17 Cleopatra Street, Off Korba, Cairo 11511 Egypt","House of Cocoa Cairo 17 Cleopatra Street, Off Korba, Cairo 11511 Egypt ",30.089586,31.327065,Belgian,3.5,19.0
438,680,Dunes Flame,Cairo,+20 109 909 9477,"10 Road 214, Degla, Maadi, Cairo 11511 Egypt","Dunes Flame Cairo 10 Road 214, Degla, Maadi, Cairo 11511 Egypt ",29.9608165,31.2732738,"Italian, American, Moroccan, Mediterranean, Egyptian",4.5,4.0
439,681,Asian House Restaurant,Cairo,+20 122 248 7444,"9 84 Road Maadi, Cairo 11728 Egypt","Asian House Restaurant Cairo 9 84 Road Maadi, Cairo 11728 Egypt ",29.9582626,31.2594928,Chinese,4.5,3.0
440,688,Willy's Kitchen,Cairo,+20 19256,"Silver Star Mall, Cairo 11511 Egypt","Willy's Kitchen Cairo Silver Star Mall, Cairo 11511 Egypt ",30.0444196,31.2357116,"American, Barbecue",4.0,7.0
441,692,Nur Malaysia Cairo,Cairo,+20 102 885 1631,"42 Zakr Hussien Street, District 7, Nasr City, Cairo, Egypt, Cairo 11511 Egypt","Nur Malaysia Cairo Cairo 42 Zakr Hussien Street, District 7, Nasr City, Cairo, Egypt, Cairo 11511 Egypt ",30.0445032,31.3346227,"Asian, Malaysian",4.5,3.0
442,694,Bashandy,Cairo,+20 2 27922867,"El Saudia Buildings, Cairo 11511 Egypt","Bashandy Cairo El Saudia Buildings, Cairo 11511 Egypt ",30.0444196,31.2357116,"Mediterranean, Egyptian",5.0,2.0
443,697,Christo,Cairo,+20 122 329 5693,"92 Othman Ibn Affan St. in Front of Pharos For Exchange, Cairo 11511 Egypt","Christo Cairo 92 Othman Ibn Affan St. in Front of Pharos For Exchange, Cairo 11511 Egypt ",30.1001441,31.3422866,Seafood,3.5,19.0
444,701,Teatro Cairo,Cairo,+(20)26113482,"River Walk Mall, Cairo 11511 Egypt","Teatro Cairo Cairo River Walk Mall, Cairo 11511 Egypt ",30.037864,31.4751743,"Italian, French, Swiss, International, European",4.5,3.0
445,702,Elhaty Wust Elbalad,Cairo,+20 109 535 4900,"8A 26 July Street, Abdeen, Cairo 11511 Egypt","Elhaty Wust Elbalad Cairo 8A 26 July Street, Abdeen, Cairo 11511 Egypt ",30.0520081,31.2448758,"Mediterranean, Barbecue, Egyptian",4.5,3.0
446,704,Didos Al Dente,Cairo,2027361129,"2 Bahgat Ali, Cairo 11511 Egypt","Didos Al Dente Cairo 2 Bahgat Ali, Cairo 11511 Egypt ",30.0660372,31.2170926,"Italian, European",3.5,27.0
447,711,Antakh Cafe,Cairo,129791953,"9 Ahmed El Melehy Street, Cairo 11511 Egypt","Antakh Cafe Cairo 9 Ahmed El Melehy Street, Cairo 11511 Egypt ",30.0442314,31.2168168,"Italian, Mediterranean, Barbecue, Middle Eastern, Egyptian",3.5,8.0
448,714,El Malky,Cairo,+20 19017,"10 Ibrahim St. Beside El Shabrawy Restaurant, Cairo 11511 Egypt","El Malky Cairo 10 Ibrahim St. Beside El Shabrawy Restaurant, Cairo 11511 Egypt ",30.1741419,31.5734885,Middle Eastern,3.5,10.0
449,722,Groppi,Cairo,+20 2 25743244,"21 Mahmoud Basiony St. Downtown, Cairo 11511 Egypt","Groppi Cairo 21 Mahmoud Basiony St. Downtown, Cairo 11511 Egypt ",30.0476396,31.2378657,Cafe,3.5,21.0
450,725,Black Rock Restaurant,Cairo,+20 111 981 5555,"1 Al Kamel Mohamed st. Beside Aquarium Grotto Garden - El Zamalek, Cairo 11511 Egypt","Black Rock Restaurant Cairo 1 Al Kamel Mohamed st. Beside Aquarium Grotto Garden - El Zamalek, Cairo 11511 Egypt ",30.0576912,31.2191003,Steakhouse,4.0,9.0
451,728,Carol Bar,Cairo,+20 102 911 1105,"12 Qasr Elnil Street, Cairo 11511 Egypt","Carol Bar Cairo 12 Qasr Elnil Street, Cairo 11511 Egypt ",30.0475188,31.2375527,"Bar, Mediterranean, Pub, Egyptian",4.0,3.0
452,730,Riverside Cairo,Cairo,+20 121 280 1290,"16 Montazah St, Zamalek, Cairo 11511 Egypt","Riverside Cairo Cairo 16 Montazah St, Zamalek, Cairo 11511 Egypt ",30.0710611,31.2224486,"Bar, Pub",3.5,18.0
453,733,iHopa,Cairo,+20 127 500 0800,"Diyar mall, 5th settlement, New Cairo, Cairo 11511 Egypt","iHopa Cairo Diyar mall, 5th settlement, New Cairo, Cairo 11511 Egypt ",30.0084868,31.4284756,"French, Fast Food, Egyptian",5.0,2.0
454,741,Tree Trunk,Cairo,+20 127 337 9797,"9 Sawra Street, Cairo 11511 Egypt","Tree Trunk Cairo 9 Sawra Street, Cairo 11511 Egypt ",30.090618,31.3255723,International,3.5,10.0
455,742,Maharani Indian Restaurant,Cairo,+20 111 388 0980,"6 Almaadi Street, Cairo 11511 Egypt","Maharani Indian Restaurant Cairo 6 Almaadi Street, Cairo 11511 Egypt ",30.0444196,31.2357116,Indian,3.5,15.0
456,746,Dishes,Cairo,+20 2 25197414,"10 Gezira street, Zamalek, Cairo 00202 Egypt","Dishes Cairo 10 Gezira street, Zamalek, Cairo 00202 Egypt ",30.0563307,31.2217964,International,4.5,6.0
457,747,Pomme de Pain,Cairo,+20 2 24802030,"4 Omar Ibn El Khattab Street, Phase 2, Floor City Stars Mall, Cairo 11511 Egypt","Pomme de Pain Cairo 4 Omar Ibn El Khattab Street, Phase 2, Floor City Stars Mall, Cairo 11511 Egypt ",30.1004581,31.3327807,French,4.0,6.0
458,748,Arous El Bahr Fish,Cairo,+20 100 430 2375,"Atf El Madrasa St., Cairo 11511 Egypt","Arous El Bahr Fish Cairo Atf El Madrasa St., Cairo 11511 Egypt ",30.0444196,31.2357116,Seafood,4.5,4.0
459,750,Shocks Burgers,Cairo,+20 122 220 3831,"Mohamed Naguib Axis, Cairo 11511 Egypt","Shocks Burgers Cairo Mohamed Naguib Axis, Cairo 11511 Egypt ",30.0420718,31.4754332,Fast Food,4.0,5.0
460,754,Chili's Grill & Bar,Cairo,011-202-361-7006,"2 Fawakeh, Ad Doqi Mohandessin, Cairo 11511 Egypt","Chili's Grill & Bar Cairo 2 Fawakeh, Ad Doqi Mohandessin, Cairo 11511 Egypt ",30.0512777,31.2015942,"Mexican, Southwestern",3.5,22.0
461,755,Ezzaha,Cairo,+20 100 160 8695,"Maxim Mall, Cairo 11511 Egypt","Ezzaha Cairo Maxim Mall, Cairo 11511 Egypt ",30.0294848,31.49659,"Mediterranean, Egyptian",5.0,2.0
462,756,Oiishi Sushi,Cairo,+20 106 339 3966,"263 Street, Cairo 11511 Egypt","Oiishi Sushi Cairo 263 Street, Cairo 11511 Egypt ",30.0444196,31.2357116,"Asian, Burmese",5.0,2.0
463,758,Zulu South African Restaurant,Cairo,+20 106 914 6208,"Building No 9, Street 100 Maadi, Cairo 11511 Egypt","Zulu South African Restaurant Cairo Building No 9, Street 100 Maadi, Cairo 11511 Egypt ",29.959687,31.2550849,African,3.5,11.0
464,760,Sky Fall Kitchen and Cafe,Cairo,+20 2 25210073,"14 Street 218, Degla, Maadi, Cairo Egypt","Sky Fall Kitchen and Cafe Cairo 14 Street 218, Degla, Maadi, Cairo Egypt ",29.9628126,31.2768322,"Italian, International, Mediterranean, European, British",4.5,3.0
465,762,Tanoureen Lebanese Restaurant & Grill,Cairo,+20 2 23783300,"28 Road 7, Maadi, Cairo 11511 Egypt","Tanoureen Lebanese Restaurant & Grill Cairo 28 Road 7, Maadi, Cairo 11511 Egypt ",30.0444196,31.2357116,"Lebanese, Mediterranean",4.0,5.0
466,765,Mojo Lounge & Grill,Cairo,+2 0129269269,"90. 106 Town Center, off Road New Cairo, Cairo 11511 Egypt","Mojo Lounge & Grill Cairo 90. 106 Town Center, off Road New Cairo, Cairo 11511 Egypt ",30.007413,31.4913182,"Italian, Mediterranean",4.5,7.0
467,771,Il Cafe di Roma,Cairo,+20 111 115 5557,"Arkan Center, Sheikh Zayed, Cairo 11511 Egypt","Il Cafe di Roma Cairo Arkan Center, Sheikh Zayed, Cairo 11511 Egypt ",30.0208829,31.003368,Italian,4.5,4.0
468,773,Armando Restaurant & Cafe,Cairo,+20 101 373 7374,"The District - Wadi Degla Sheraton Near Cairo Airport, Cairo 11511 Egypt","Armando Restaurant & Cafe Cairo The District - Wadi Degla Sheraton Near Cairo Airport, Cairo 11511 Egypt ",30.0444196,31.2357116,Mediterranean,4.0,5.0
469,774,Dalida,Cairo,+20 1033000071,"33 Abou El Feda Street, Cairo 11511 Egypt","Dalida Cairo 33 Abou El Feda Street, Cairo 11511 Egypt ",30.0709346,31.2193624,"Pizza, International, Mediterranean, Barbecue, Egyptian",4.0,2.0
470,777,Mazaj,Cairo,+20 111 101 1442,"Cornich el Maadi About 100 meters after HSBC Building, Cairo 11511 Egypt","Mazaj Cairo Cornich el Maadi About 100 meters after HSBC Building, Cairo 11511 Egypt ",29.9729996,31.2353694,"Moroccan, Mediterranean, Grill, Egyptian",4.5,4.0
471,779,Espresso Perfetto,Cairo,+20 109 212 2014,"Downtown Mall Katameya, Cairo 11511 Egypt","Espresso Perfetto Cairo Downtown Mall Katameya, Cairo 11511 Egypt ",30.0467142,31.2347129,Cafe,5.0,2.0
472,782,Sheikh El Balad,Cairo,+20 16748,"Nasr City, Cairo 11511 Egypt","Sheikh El Balad Cairo Nasr City, Cairo 11511 Egypt ",30.0628696,31.3367608,"Mediterranean, Egyptian",4.5,3.0
473,789,BAB El HADID,Cairo,+20 122 699 0005,"Street 250, in front of Grand Mall, Gate 4, Maadi in front of Maadi Grand Mall, Cairo 11511 Egypt","BAB El HADID Cairo Street 250, in front of Grand Mall, Gate 4, Maadi in front of Maadi Grand Mall, Cairo 11511 Egypt ",29.9655822,31.2701514,"International, Mediterranean, Egyptian",3.5,10.0
480,804,Champagne Bar,Cairo,+20 2 24619494,"Fairmont Nile City Nile City Towers - 2005 B, Corniche El Nil, Ramlet Beaulac, Cairo 2466 Egypt","Champagne Bar Cairo Fairmont Nile City Nile City Towers - 2005 B, Corniche El Nil, Ramlet Beaulac, Cairo 2466 Egypt ",30.0722263,31.2281158,"Contemporary, Bar, Wine Bar",5.0,2.0
481,807,The Lounge,Cairo,+20 2 24803007,"34 Ankara St., Cairo 11511 Egypt","The Lounge Cairo 34 Ankara St., Cairo 11511 Egypt ",30.0444196,31.2357116,Middle Eastern,4.0,5.0
482,809,Bogali,Cairo,+20 112 129 8683,"Omar Al Khayam Zamalek, Cairo 11511 Egypt","Bogali Cairo Omar Al Khayam Zamalek, Cairo 11511 Egypt ",30.0609422,31.219709,Mediterranean,4.0,5.0
483,810,Wild Burger,Cairo,+20 128 996 0999,"Anqara street In Front Of Development Sports Center, Cairo 11511 Egypt","Wild Burger Cairo Anqara street In Front Of Development Sports Center, Cairo 11511 Egypt ",30.0444196,31.2357116,"American, Fast Food, Grill, Healthy",3.5,21.0
484,812,Ocea Seafood Delights,Cairo,+20 103 310 0509,"58 Beirut Street, Heliopolis, Cairo Egypt","Ocea Seafood Delights Cairo 58 Beirut Street, Heliopolis, Cairo Egypt ",30.0927553,31.3281701,"Seafood, International, Mediterranean, Grill, Egyptian",4.0,5.0
488,821,KFC,Cairo,+20 2 25168423,"9/2 El Nasr St Maadi, Cairo 11511 Egypt","KFC Cairo 9/2 El Nasr St Maadi, Cairo 11511 Egypt ",30.1034301,31.2653656,American,4.5,4.0
489,824,Peking,Cairo,+20 2 22705678,"15 Dr. Ezzat Salama St., Cairo 11511 Egypt","Peking Cairo 15 Dr. Ezzat Salama St., Cairo 11511 Egypt ",30.0554519,31.343178,Chinese,3.5,9.0
490,825,Pasta Factory,Cairo,+20 110 109 9994,"39 Abdel Razeq El Sanhoury St, Cairo 11511 Egypt","Pasta Factory Cairo 39 Abdel Razeq El Sanhoury St, Cairo 11511 Egypt ",30.0624522,31.343307,Italian,4.5,2.0
491,827,Marshmallo Cafe & Restaurant,Cairo,+20 101 187 1192,"1st Settlement in Mirage Outlet Mall, Cairo 11511 Egypt","Marshmallo Cafe & Restaurant Cairo 1st Settlement in Mirage Outlet Mall, Cairo 11511 Egypt ",30.079756,31.4552713,"Seafood, Fast Food, International, Diner, Healthy",4.5,2.0
492,830,Cafe The Four Fat Ladies,Cairo,+20 127 001 1701,"18 Baghdad Street, Cairo 11511 Egypt","Cafe The Four Fat Ladies Cairo 18 Baghdad Street, Cairo 11511 Egypt ",30.0444196,31.2357116,"Cafe, Deli",4.5,2.0
493,835,Grasp Restaurant,Cairo,+20 100 222 2633,"Shop # 10, Halla Mall Halla Mall, Shop Number 10, Cairo 11511 Egypt","Grasp Restaurant Cairo Shop # 10, Halla Mall Halla Mall, Shop Number 10, Cairo 11511 Egypt ",30.0444196,31.2357116,"Italian, Pizza, Fast Food",5.0,2.0
497,842,Sky Rim,Cairo,+20 120 222 2879,"96 El Ahram St. Mokattam, Cairo 11511 Egypt","Sky Rim Cairo 96 El Ahram St. Mokattam, Cairo 11511 Egypt ",30.0167413,31.274762,"Bar, Egyptian, Mediterranean",3.5,26.0
498,848,Crave,Cairo,+20 2 27369619,"19 Ahmad Heshmat Street, Cairo 11511 Egypt","Crave Cairo 19 Ahmad Heshmat Street, Cairo 11511 Egypt ",30.0660961,31.2213724,International,4.5,2.0
499,850,Numa,Cairo,+20 102 994 6357,"9 El Thawra street Waterway 5A, Cairo 11511 Egypt","Numa Cairo 9 El Thawra street Waterway 5A, Cairo 11511 Egypt ",30.1037596,31.2772776,"Italian, Pizza",3.5,19.0
500,852,Kitch,Cairo,106111133,"Al Kahera - El Katameya New Way Katameya Heights Golf & Tennis Resort, New Cairo, Cairo 11511 Egypt","Kitch Cairo Al Kahera - El Katameya New Way Katameya Heights Golf & Tennis Resort, New Cairo, Cairo 11511 Egypt ",29.9916273,31.4070713,International,4.0,5.0
502,855,Vinny's Pizza,Cairo,+20 111 115 5724,"24 Road 9 Maadi, Cairo 11511 Egypt","Vinny's Pizza Cairo 24 Road 9 Maadi, Cairo 11511 Egypt ",29.9516208,31.2655153,"Pizza, Italian, Fast Food",3.5,15.0
503,860,Chicken and Ribs,Cairo,+20 121 111 3300,"Cairo Festival City, Cairo 11511 Egypt","Chicken and Ribs Cairo Cairo Festival City, Cairo 11511 Egypt ",30.0289317,31.4090732,"Mexican, American",3.5,6.0
505,862,Good Stuff Eatery,Cairo,+20 111 141 5553,"40 Galleria Sheikh Zayed, Cairo 11511 Egypt","Good Stuff Eatery Cairo 40 Galleria Sheikh Zayed, Cairo 11511 Egypt ",30.0491629,30.9761599,"American, Fast Food, Grill",4.0,2.0
